epoch,RMSE,loss,val_RMSE,val_loss
3,1.6344984794316226,1.6344984745326108,0.9708789482221498,0.9708789678720328
4,1.6514659548458988,1.6514659585201577,0.7755458767597492,0.7755458833097102
0,1.6390684077868591,1.639068398121241,0.8252583322944221,0.8252583519443051
1,1.6418462130758498,1.6418462180429034,0.8126489015725943,0.8126488819227113
2,1.666068098835043,1.6660680964186385,0.9295261155117999,0.929526108961839
3,1.669561164019859,1.669561159120847,1.2939965541546161,1.2939965541546161
4,1.6208693503516993,1.6208693544342094,0.9277096546285755,0.9277096415286535
0,1.530574672434428,1.530574674067432,0.9272612385697417,0.9272612372597495
1,1.5283039614960954,1.5283039614960954,0.9988896899170928,0.9988896899170928
2,1.5730820517573092,1.5730820430649652,0.9201635931219373,0.9201635931219373
3,1.5601312397299587,1.5601312260369997,0.9589643976190588,0.9589644166139456
4,1.6003142272772855,1.6003142162545088,0.7918022951254478,0.7918022885754868
0,1.597030511578998,1.5970305139954026,0.7586139695984977,0.7586139564985758
1,1.5196438373790846,1.519643832412031,1.1509788927141127,1.1509788992640737
2,1.5189600667437992,1.5189600812422264,0.7779158176956597,0.7779158307955816
3,1.4782625943014067,1.4782625943014067,1.1168319628788874,1.1168319497789656
4,1.4934158970231879,1.493415892124176,1.0363240700501661,1.0363240831500882
0,1.5282667081903767,1.5282667061767063,0.7795555185485672,0.7795555250985282
1,1.5473316411177318,1.547331653535366,0.9771437232310956,0.9771437297810565
2,1.542846301922927,1.542846310783077,0.7592693750674908,0.7592693750674908
3,1.525246699787166,1.525246703461425,0.7111501228678357,0.7111501163178748
4,1.464670429082766,1.4646704388807898,0.6978269741757885,0.6978269872757105
0,1.4635715766533002,1.4635715718204911,0.6220983797377282,0.6220983830127087
1,1.4113218951715183,1.4113218804744825,0.899118266917847,0.899118260367886
2,1.4971306936381614,1.4971306695513529,0.7145186695423755,0.7145186695423755
3,1.4556387111748734,1.4556386977025908,0.8110967972776392,0.8110967972776392
4,1.5008843843251058,1.5008843745270821,0.7404405717011336,0.7404405723561297
0,1.4260681193985352,1.4260681153160253,0.8026682439741197,0.8026682433191237
1,1.4129338007267207,1.412933788887442,1.1644169616175222,1.1644169681674832
2,1.4162189421588427,1.4162189409340897,0.8010622603552682,0.8010622669052292
3,1.4076008933621484,1.407600901819564,0.6857104635500646,0.6857104556901115
4,1.4803413414471858,1.480341351515538,0.7229858420707367,0.7229858322457953
0,1.3933567943638319,1.393356782116302,0.8544142049747508,0.8544141984247899
1,1.4199843406677246,1.4199843312779519,0.7564157948389159,0.7564158013888768
2,1.4042036932062458,1.4042036750832119,0.7952619077085139,0.795261894608592
3,1.391373378773258,1.3913733542781987,0.8624054940192254,0.8624054874692645
4,1.4093681030893979,1.4093680920666212,0.6854511682803814,0.6854511748303423
0,1.5214698984198374,1.5214698910713196,1.0695559218689636,1.0695559349688855
1,1.3811707913059077,1.3811708011039316,0.8621112255604713,0.8621112255604713
2,1.3737770178028055,1.373777015386401,0.7017722996054115,0.7017722996054115
3,1.3534302356308454,1.353430250327881,0.7403109073638916,0.7403109073638916
4,1.332353372279912,1.332353368605653,0.7426790496805212,0.7426790562304821
5,1.3328221883322742,1.3328221895404764,0.9965443873143458,0.9965443873143458
6,1.3033446955354246,1.3033447090077073,0.6854271584159726,0.6854271715158945
7,1.360486040926642,1.3604860396848784,0.7280201086631188,0.7280201021131578
8,1.3211016683159649,1.3211016707323693,0.8004644893027923,0.800464486027812
9,1.3318164360849825,1.3318164422087473,0.7081613868147463,0.7081613802647853
0,1.285857521099587,1.285857523549093,0.6301226746904981,0.6301226845154395
1,1.3185106634277186,1.3185106626112166,0.8737382623520527,0.8737382558020916
2,1.3233935398024481,1.323393534969639,0.6655210210726812,0.6655210276226421
3,1.2900454610177916,1.2900454671415564,0.6441207991524057,0.6441207893274643
4,1.3440886094962081,1.3440886070467022,0.6001456422465188,0.6001456325853264
5,1.288218027516587,1.288218032415599,0.744236049252552,0.744236042702591
6,1.3460639517855,1.3460639554101068,0.7612100869089693,0.7612100869089693
7,1.2951324431047047,1.2951324426964537,0.5975847093613593,0.5975847257362618
8,1.301874630663493,1.30187462943874,0.7655834332927243,0.7655834395151871
9,1.3068955552739066,1.3068955576903112,0.8638954300146836,0.8638954234647227
0,1.3015911219871208,1.3015911109643439,0.628868084687453,0.6288680814124725
1,1.2629693653937932,1.2629693811004226,0.779096571953742,0.7790965785037031
2,1.3072030159334342,1.30720300724109,1.0294974930993803,1.0294975061993024
3,1.3238886868300503,1.3238886843805444,0.9270632790995168,0.9270632725495559
4,1.2531169342833597,1.2531169391161687,0.6826730989492856,0.6826731185991686
5,1.2969124766245281,1.296912482748293,0.6770158459197034,0.6770158459197034
6,1.3011926585758053,1.3011926573676031,0.8902161920463646,0.8902161854964036
7,1.2667683325707912,1.2667683387796085,0.8163935915454403,0.8163935980954014
8,1.239962655950237,1.239962651117428,0.7617420963533632,0.7617421094532851
9,1.3150476445890453,1.315047654387069,0.8299798022259722,0.8299798022259722
0,1.2486861148109174,1.2486861139944154,0.7642298668295473,0.7642298537296254
1,1.293966331302303,1.293966333751809,0.6483761511006199,0.6483761707505027
2,1.2516167964020821,1.251616790278317,0.7853577991763314,0.7853578024513119
3,1.2826541545423302,1.2826541581669368,0.8032458614517044,0.8032458549017435
4,1.2710108156945255,1.2710107963632893,0.6321067698709257,0.6321067731459062
0,1.2341114315268111,1.234111433976317,0.8628982397226187,0.8628982462725796
1,1.2348943143277555,1.2348943239933736,0.8147705367633274,0.8147705305408646
2,1.2416176840867081,1.2416176930682299,0.560458270075557,0.5604582571393841
3,1.2354193721732047,1.2354193746227107,0.5938024599473555,0.5938024501224141
4,1.2365154509675014,1.2365154452519873,0.7506746165045015,0.7506746161770035
