image,label
0919.png,1
0920.png,0
0921.png,0
0922.png,1
0923.png,0
0924.png,0
0925.png,0
0926.png,0
0927.png,0
0928.png,0
0929.png,0
0930.png,0
0931.png,0
0932.png,1
0933.png,1
0934.png,1
0935.png,1
0936.png,0
0937.png,0
0938.png,0
0939.png,0
0940.png,0
0941.png,1
0942.png,1
0943.png,0
0944.png,0
0945.png,0
0946.png,0
0947.png,0
0948.png,1
0949.png,0
0950.png,1
0951.png,0
0952.png,0
0953.png,0
0954.png,0
0955.png,1
0956.png,0
0957.png,0
0958.png,0
0959.png,1
0960.png,0
0961.png,0
0962.png,1
0963.png,0
0964.png,1
0965.png,1
0966.png,1
0967.png,0
0968.png,0
0969.png,0
0970.png,1
0971.png,0
0972.png,0
0973.png,0
0974.png,1
0975.png,1
0976.png,1
0977.png,0
0978.png,0
0979.png,1
0980.png,0
0981.png,1
0982.png,1
0983.png,0
0984.png,0
0985.png,1
0986.png,1
0987.png,1
0988.png,0
0989.png,1
0990.png,0
0991.png,0
0992.png,0
0993.png,0
0994.png,1
0995.png,1
0996.png,0
0997.png,0
0998.png,0
0999.png,0
1000.png,0
1001.png,0
1002.png,0
1003.png,1
1004.png,0
1005.png,0
1006.png,0
1007.png,0
1008.png,1
1009.png,1
1010.png,0
1011.png,0
1012.png,1
1013.png,1
1014.png,0
1015.png,0
1016.png,0
1017.png,0
1018.png,1
1019.png,1
1020.png,0
1021.png,1
1022.png,0
1023.png,0
1024.png,0
1025.png,1
1026.png,0
1027.png,1
1028.png,1
1029.png,0
1030.png,0
1031.png,1
1032.png,1
1033.png,0
1034.png,0
1035.png,1
1036.png,1
1037.png,0
1038.png,1
1039.png,0
1040.png,1
1041.png,1
1042.png,0
1043.png,1
1044.png,0
1045.png,1
1046.png,1
1047.png,1
1048.png,0
1049.png,0
1050.png,0
1051.png,1
1052.png,1
1053.png,1
1054.png,1
1055.png,0
1056.png,0
1057.png,1
1058.png,1
1059.png,1
1060.png,0
1061.png,1
1062.png,0
1063.png,0
1064.png,1
1065.png,1
1066.png,1
1067.png,0
1068.png,0
1069.png,1
1070.png,1
1071.png,0
1072.png,0
1073.png,1
1074.png,1
1075.png,1
1076.png,0
1077.png,0
1078.png,0
1079.png,0
1080.png,1
1081.png,1
1082.png,1
1083.png,0
1084.png,0
1085.png,0
1086.png,1
1087.png,1
1088.png,1
1089.png,0
1090.png,0
1091.png,1
1092.png,1
1093.png,1
1094.png,1
1095.png,0
1096.png,0
1097.png,0
1098.png,0
1099.png,0
1100.png,0
1101.png,0
1102.png,0
1103.png,0
1104.png,1
1105.png,0
1106.png,0
1107.png,1
1108.png,1
1109.png,0
1110.png,1
1111.png,1
1112.png,0
1113.png,1
1114.png,1
1115.png,0
1116.png,1
1117.png,0
1118.png,1
1119.png,0
1120.png,1
1121.png,1
1122.png,0
1123.png,1
1124.png,0
1125.png,0
1126.png,0
1127.png,1
1128.png,0
1129.png,1
1130.png,0
1131.png,1
1132.png,0
1133.png,0
1134.png,0
1135.png,1
1136.png,0
1137.png,0
1138.png,1
1139.png,1
1140.png,1
1141.png,0
1142.png,0
1143.png,0
1144.png,1
1145.png,0
1146.png,0
1147.png,0
1148.png,0
1149.png,1
1150.png,0
1151.png,0
1152.png,0
1153.png,0
1154.png,1
1155.png,1
1156.png,0
1157.png,0
1158.png,1
1159.png,1
1160.png,1
1161.png,0
1162.png,0
1163.png,1
1164.png,1
1165.png,1
1166.png,0
1167.png,0
1168.png,0
1169.png,1
1170.png,0
1171.png,1
1172.png,0
1173.png,0
1174.png,0
1175.png,0
1176.png,0
1177.png,0
1178.png,1
1179.png,0
1180.png,0
1181.png,1
1182.png,1
1183.png,0
1184.png,1
1185.png,0
1186.png,1
1187.png,0
1188.png,0
1189.png,0
1190.png,0
1191.png,0
1192.png,1
1193.png,1
1194.png,1
1195.png,0
1196.png,0
1197.png,1
1198.png,0
1199.png,1
1200.png,0
1201.png,0
1202.png,0
1203.png,1
1204.png,1
1205.png,0
1206.png,0
1207.png,1
1208.png,1
1209.png,1
1210.png,0
1211.png,0
1212.png,0
1213.png,0
1214.png,0
1215.png,0
1216.png,1
1217.png,1
1218.png,0
1219.png,0
1220.png,1
1221.png,0
1222.png,1
1223.png,0
1224.png,1
1225.png,1
1226.png,1
1227.png,0
1228.png,1
1229.png,0
1230.png,0
1231.png,0
1232.png,1
1233.png,0
1234.png,1
1235.png,1
1236.png,0
1237.png,0
1238.png,1
1239.png,1
1240.png,1
1241.png,0
1242.png,1
1243.png,1
1244.png,1
1245.png,1
1246.png,1
1247.png,0
1248.png,1
1249.png,0
1250.png,0
1251.png,0
1252.png,1
1253.png,1
1254.png,0
1255.png,0
1256.png,0
1257.png,1
1258.png,0
1259.png,1
1260.png,0
1261.png,0
1262.png,0
1263.png,0
1264.png,1
1265.png,1
1266.png,1
1267.png,0
1268.png,0
1269.png,0
1270.png,0
1271.png,1
1272.png,0
1273.png,1
1274.png,0
1275.png,1
1276.png,1
1277.png,1
1278.png,1
1279.png,0
1280.png,1
1281.png,0
1282.png,0
1283.png,1
1284.png,0
1285.png,1
1286.png,0
1287.png,1
1288.png,1
1289.png,0
1290.png,0
1291.png,0
1292.png,0
1293.png,0
1294.png,0
1295.png,0
1296.png,1
1297.png,0
1298.png,1
1299.png,1
1300.png,1
1301.png,1
1302.png,0
1303.png,1
1304.png,1
1305.png,0
1306.png,0
1307.png,0
1308.png,0
1309.png,0
1310.png,0
1311.png,0
1312.png,0
1313.png,0
1314.png,1
1315.png,0
1316.png,1
1317.png,0
1318.png,1
1319.png,1
1320.png,0
1321.png,0
1322.png,1
1323.png,0
1324.png,1
1325.png,1
1326.png,0
1327.png,0
1328.png,1
1329.png,1
1330.png,0
1331.png,1
1332.png,1
1333.png,0
1334.png,0
1335.png,1
1336.png,1
1337.png,1
1338.png,1
1339.png,1
1340.png,0
1341.png,0
1342.png,1
1343.png,0
1344.png,0
1345.png,0
1346.png,1
1347.png,0
1348.png,1
1349.png,1
1350.png,1
1351.png,0
1352.png,0
1353.png,0
1354.png,0
1355.png,1
1356.png,0
1357.png,1
1358.png,1
1359.png,0
1360.png,0
1361.png,0
1362.png,1
1363.png,1
1364.png,0
1365.png,1
1366.png,0
1367.png,1
1368.png,1
1369.png,0
1370.png,0
1371.png,0
1372.png,1
1373.png,0
1374.png,1
1375.png,1
1376.png,1
1377.png,0
1378.png,0
1379.png,0
1380.png,0
1381.png,1
1382.png,0
1383.png,0
1384.png,1
1385.png,0
1386.png,1
1387.png,1
1388.png,1
1389.png,1
1390.png,1
1391.png,0
1392.png,1
1393.png,1
1394.png,1
1395.png,1
1396.png,0
1397.png,1
1398.png,1
1399.png,1
1400.png,1
1401.png,1
1402.png,0
1403.png,0
1404.png,1
1405.png,1
1406.png,0
1407.png,0
1408.png,1
1409.png,1
1410.png,0
1411.png,0
1412.png,0
1413.png,0
1414.png,0
1415.png,0
1416.png,0
1417.png,0
1418.png,0
1419.png,0
1420.png,0
1421.png,1
1422.png,0
1423.png,0
1424.png,0
1425.png,1
1426.png,0
1427.png,0
1428.png,0
1429.png,0
1430.png,1
1431.png,0
1432.png,0
1433.png,0
1434.png,1
1435.png,1
1436.png,0
1437.png,0
1438.png,1
1439.png,0
1440.png,1
1441.png,1
1442.png,1
1443.png,0
1444.png,0
1445.png,1
1446.png,0
1447.png,0
1448.png,0
1449.png,0
1450.png,1
1451.png,1
1452.png,0
1453.png,1
1454.png,1
1455.png,1
1456.png,0
1457.png,1
1458.png,0
1459.png,0
1460.png,1
1461.png,1
1462.png,0
1463.png,1
1464.png,1
1465.png,0
1466.png,1
1467.png,1
1468.png,1
1469.png,0
1470.png,1
1471.png,1
1472.png,0
1473.png,1
1474.png,1
1475.png,1
1476.png,1
1477.png,0
1478.png,0
1479.png,0
1480.png,0
1481.png,0
1482.png,1
1483.png,0
1484.png,0
1485.png,1
1486.png,0
1487.png,0
1488.png,0
1489.png,0
1490.png,0
1491.png,0
1492.png,0
1493.png,0
1494.png,0
1495.png,1
1496.png,1
1497.png,0
1498.png,0
1499.png,0
1500.png,0
1501.png,1
1502.png,0
1503.png,1
1504.png,0
1505.png,0
1506.png,0
1507.png,1
1508.png,0
1509.png,1
1510.png,0
1511.png,0
1512.png,0
1513.png,0
1514.png,0
1515.png,1
1516.png,0
1517.png,0
1518.png,1
1519.png,0
1520.png,1
1521.png,0
1522.png,0
1523.png,0
1524.png,0
1525.png,0
1526.png,0
1527.png,0
1528.png,0
1529.png,0
1530.png,0
1531.png,1
1532.png,1
1533.png,0
1534.png,0
1535.png,0
1536.png,1
1537.png,0
1538.png,1
1539.png,0
1540.png,1
1541.png,1
1542.png,1
1543.png,0
1544.png,0
1545.png,0
1546.png,1
1547.png,0
1548.png,0
1549.png,0
1550.png,0
1551.png,1
1552.png,0
1553.png,0
1554.png,0
1555.png,0
1556.png,0
1557.png,0
1558.png,0
1559.png,0
1560.png,0
1561.png,0
1562.png,0
1563.png,0
1564.png,1
1565.png,1
1566.png,1
1567.png,1
1568.png,0
1569.png,1
1570.png,1
1571.png,0
1572.png,1
1573.png,0
1574.png,0
1575.png,0
1576.png,0
1577.png,1
1578.png,1
1579.png,0
1580.png,1
1581.png,1
1582.png,0
1583.png,0
1584.png,0
1585.png,0
1586.png,1
1587.png,0
1588.png,1
1589.png,0
1590.png,0
1591.png,0
1592.png,1
1593.png,0
1594.png,1
1595.png,0
1596.png,1
1597.png,0
1598.png,1
1599.png,1
1600.png,0
1601.png,1
1602.png,1
1603.png,0
1604.png,0
1605.png,0
1606.png,0
1607.png,1
1608.png,1
1609.png,1
1610.png,0
1611.png,1
1612.png,1
1613.png,0
1614.png,1
1615.png,0
1616.png,1
1617.png,1
1618.png,1
1619.png,1
1620.png,1
1621.png,0
1622.png,0
1623.png,0
1624.png,0
1625.png,0
1626.png,0
1627.png,1
1628.png,1
1629.png,0
1630.png,0
1631.png,1
1632.png,1
1633.png,1
1634.png,1
1635.png,1
1636.png,0
1637.png,0
1638.png,1
1639.png,0
1640.png,1
1641.png,0
1642.png,1
1643.png,1
1644.png,0
1645.png,1
1646.png,1
1647.png,0
1648.png,0
1649.png,1
1650.png,0
1651.png,1
1652.png,1
1653.png,1
1654.png,0
1655.png,0
1656.png,0
1657.png,1
1658.png,1
1659.png,0
1660.png,1
1661.png,1
1662.png,0
1663.png,0
1664.png,1
1665.png,1
1666.png,1
1667.png,1
1668.png,0
1669.png,0
1670.png,0
1671.png,0
1672.png,1
1673.png,0
1674.png,1
1675.png,1
1676.png,1
1677.png,0
1678.png,0
1679.png,0
1680.png,0
1681.png,0
1682.png,0
1683.png,0
1684.png,0
1685.png,0
1686.png,0
1687.png,1
1688.png,0
1689.png,1
1690.png,1
1691.png,1
1692.png,0
1693.png,1
1694.png,0
1695.png,1
1696.png,0
1697.png,1
1698.png,0
1699.png,0
1700.png,1
1701.png,0
1702.png,1
1703.png,1
1704.png,0
1705.png,0
1706.png,0
1707.png,1
1708.png,1
1709.png,1
1710.png,1
1711.png,0
1712.png,0
1713.png,0
1714.png,0
1715.png,1
1716.png,1
1717.png,1
1718.png,0
1719.png,0
1720.png,0
1721.png,1
1722.png,0
1723.png,0
1724.png,0
1725.png,1
1726.png,0
1727.png,1
1728.png,1
1729.png,1
1730.png,0
1731.png,1
1732.png,0
1733.png,1
1734.png,0
1735.png,1
1736.png,1
1737.png,0
1738.png,0
1739.png,1
1740.png,0
1741.png,1
1742.png,1
1743.png,0
1744.png,0
1745.png,0
1746.png,0
1747.png,1
1748.png,1
1749.png,1
1750.png,1
1751.png,0
1752.png,0
1753.png,0
1754.png,1
1755.png,0
1756.png,0
1757.png,1
1758.png,1
1759.png,0
1760.png,0
1761.png,0
1762.png,1
1763.png,1
1764.png,1
1765.png,1
1766.png,0
1767.png,1
1768.png,1
1769.png,0
1770.png,0
1771.png,1
1772.png,1
1773.png,0
1774.png,0
1775.png,0
1776.png,0
1777.png,1
1778.png,1
1779.png,1
1780.png,0
1781.png,1
1782.png,0
1783.png,1
1784.png,1
1785.png,0
1786.png,0
1787.png,0
1788.png,1
1789.png,1
1790.png,0
1791.png,0
1792.png,0
1793.png,0
1794.png,0
1795.png,0
1796.png,1
1797.png,0
1798.png,1
1799.png,1
1800.png,1
1801.png,0
1802.png,1
1803.png,0
1804.png,1
1805.png,0
1806.png,1
1807.png,1
1808.png,0
1809.png,0
1810.png,0
1811.png,1
1812.png,1
1813.png,0
1814.png,0
1815.png,0
1816.png,0
1817.png,1
1818.png,0
1819.png,0
1820.png,1
1821.png,1
1822.png,1
1823.png,1
1824.png,0
1825.png,0
1826.png,1
1827.png,1
1828.png,1
1829.png,0
1830.png,0
1831.png,1
1832.png,0
1833.png,1
1834.png,1
1835.png,1
1836.png,1
1837.png,0
1838.png,0
1839.png,0
1840.png,1
1841.png,1
1842.png,1
1843.png,0
1844.png,1
1845.png,1
1846.png,1
1847.png,1
1848.png,0
1849.png,1
1850.png,0
1851.png,0
1852.png,0
1853.png,0
1854.png,1
1855.png,0
1856.png,0
1857.png,1
1858.png,0
1859.png,0
1860.png,1
1861.png,0
1862.png,0
1863.png,0
1864.png,1
1865.png,0
1866.png,1
1867.png,0
1868.png,1
1869.png,1
1870.png,0
1871.png,1
1872.png,0
1873.png,1
1874.png,1
1875.png,0
1876.png,0
1877.png,0
1878.png,0
1879.png,1
1880.png,0
1881.png,1
1882.png,0
1883.png,0
1884.png,1
1885.png,1
1886.png,0
1887.png,0
1888.png,1
1889.png,1
1890.png,0
1891.png,1
1892.png,1
1893.png,1
1894.png,1
1895.png,0
1896.png,1
1897.png,0
1898.png,0
1899.png,1
1900.png,0
1901.png,1
1902.png,0
1903.png,0
1904.png,1
1905.png,0
1906.png,0
1907.png,1
1908.png,1
1909.png,0
1910.png,0
1911.png,0
1912.png,1
1913.png,0
1914.png,0
1915.png,0
1916.png,0
1917.png,1
1918.png,0
1919.png,1
1920.png,0
1921.png,1
1922.png,0
1923.png,1
1924.png,0
1925.png,1
1926.png,1
1927.png,1
1928.png,1
1929.png,1
1930.png,1
1931.png,0
1932.png,0
1933.png,1
1934.png,1
1935.png,0
1936.png,0
1937.png,0
1938.png,0
1939.png,1
1940.png,1
1941.png,0
1942.png,1
1943.png,0
1944.png,1
1945.png,0
1946.png,0
1947.png,0
1948.png,0
1949.png,0
1950.png,0
1951.png,0
1952.png,0
1953.png,1
1954.png,1
1955.png,1
1956.png,1
1957.png,0
1958.png,0
1959.png,1
1960.png,1
1961.png,1
1962.png,0
1963.png,0
1964.png,1
1965.png,1
1966.png,1
1967.png,0
1968.png,1
1969.png,1
1970.png,0
1971.png,1
1972.png,0
1973.png,0
1974.png,1
1975.png,1
1976.png,1
1977.png,0
1978.png,0
1979.png,0
1980.png,0
1981.png,1
1982.png,1
1983.png,0
1984.png,1
1985.png,1
1986.png,0
1987.png,0
1988.png,1
1989.png,0
1990.png,0
1991.png,0
1992.png,0
1993.png,1
1994.png,0
1995.png,0
1996.png,1
1997.png,1
