image,label
533.png,0
534.png,0
535.png,0
536.png,0
537.png,0
538.png,0
539.png,0
540.png,1
541.png,1
542.png,1
543.png,1
544.png,1
545.png,1
546.png,0
547.png,0
548.png,0
549.png,0
550.png,0
551.png,0
552.png,1
553.png,0
554.png,0
555.png,1
556.png,0
557.png,0
558.png,1
559.png,0
560.png,1
561.png,0
562.png,0
563.png,0
564.png,0
565.png,1
566.png,0
567.png,0
568.png,0
569.png,1
570.png,1
571.png,0
572.png,0
573.png,0
574.png,0
575.png,0
576.png,0
577.png,0
578.png,0
579.png,0
580.png,0
581.png,1
582.png,1
583.png,0
584.png,1
585.png,0
586.png,0
587.png,1
588.png,0
589.png,0
590.png,0
591.png,0
592.png,1
593.png,0
594.png,1
595.png,1
596.png,0
597.png,0
598.png,0
599.png,0
600.png,1
601.png,0
602.png,0
603.png,0
604.png,1
605.png,0
606.png,0
607.png,1
608.png,1
609.png,1
610.png,0
611.png,0
612.png,0
613.png,1
614.png,1
615.png,0
616.png,0
617.png,0
618.png,0
619.png,0
620.png,0
621.png,0
622.png,0
623.png,0
624.png,1
625.png,0
626.png,0
627.png,1
628.png,0
629.png,0
630.png,0
631.png,0
632.png,0
633.png,0
634.png,1
635.png,0
636.png,1
637.png,0
638.png,0
639.png,0
640.png,0
641.png,0
642.png,0
643.png,0
644.png,0
645.png,0
646.png,0
647.png,1
648.png,0
649.png,0
650.png,1
651.png,1
652.png,1
653.png,0
654.png,0
655.png,0
656.png,0
657.png,0
658.png,0
659.png,0
660.png,0
661.png,0
662.png,0
663.png,0
664.png,0
665.png,0
666.png,1
667.png,0
668.png,0
669.png,1
670.png,0
671.png,0
672.png,1
673.png,1
674.png,0
675.png,0
676.png,0
677.png,0
678.png,0
679.png,1
680.png,0
681.png,1
682.png,1
683.png,0
684.png,1
685.png,0
686.png,0
687.png,0
688.png,1
689.png,0
690.png,0
691.png,1
692.png,0
693.png,1
694.png,0
695.png,0
696.png,1
697.png,0
698.png,0
699.png,0
700.png,1
701.png,0
702.png,0
703.png,0
704.png,0
705.png,1
706.png,0
707.png,1
708.png,1
709.png,0
710.png,0
711.png,0
712.png,0
713.png,0
714.png,0
715.png,0
716.png,1
717.png,0
718.png,0
719.png,0
720.png,0
721.png,1
722.png,0
723.png,0
724.png,0
725.png,0
726.png,0
727.png,0
728.png,1
729.png,0
730.png,1
731.png,1
732.png,1
733.png,0
734.png,1
735.png,0
736.png,0
737.png,0
738.png,1
739.png,1
740.png,0
741.png,0
742.png,0
743.png,0
744.png,1
745.png,0
746.png,0
747.png,1
748.png,1
749.png,0
750.png,1
751.png,0
752.png,0
753.png,0
754.png,1
755.png,1
756.png,0
757.png,1
758.png,0
759.png,0
760.png,0
761.png,0
762.png,1
763.png,0
764.png,0
765.png,0
766.png,0
767.png,1
768.png,0
769.png,0
770.png,0
771.png,0
772.png,0
773.png,0
774.png,0
775.png,0
776.png,0
777.png,0
778.png,0
779.png,1
780.png,1
781.png,1
782.png,0
783.png,0
784.png,1
785.png,0
786.png,0
787.png,0
788.png,0
789.png,1
790.png,1
791.png,0
792.png,0
793.png,1
794.png,0
795.png,0
796.png,1
797.png,1
798.png,0
799.png,0
800.png,0
801.png,0
802.png,0
803.png,0
804.png,1
805.png,1
806.png,0
807.png,0
808.png,0
809.png,0
810.png,0
811.png,1
812.png,1
813.png,1
814.png,0
815.png,0
816.png,0
817.png,1
818.png,0
819.png,0
820.png,0
821.png,1
822.png,0
823.png,0
824.png,0
825.png,0
826.png,0
827.png,0
828.png,0
829.png,0
830.png,0
831.png,0
832.png,0
833.png,0
834.png,0
835.png,0
836.png,0
837.png,0
838.png,1
839.png,1
840.png,0
841.png,0
842.png,0
843.png,1
844.png,0
845.png,0
846.png,0
847.png,0
848.png,0
849.png,1
850.png,1
851.png,1
852.png,0
853.png,0
854.png,1
855.png,1
856.png,0
857.png,1
858.png,0
859.png,1
860.png,0
861.png,1
862.png,0
863.png,0
864.png,1
865.png,1
866.png,1
867.png,0
868.png,0
869.png,0
870.png,0
871.png,0
872.png,0
873.png,0
874.png,0
875.png,0
876.png,0
877.png,1
878.png,0
879.png,1
880.png,0
881.png,0
882.png,0
883.png,0
884.png,1
885.png,1
886.png,0
887.png,1
888.png,0
889.png,0
890.png,1
891.png,0
892.png,1
893.png,1
894.png,0
895.png,0
896.png,1
897.png,0
898.png,0
899.png,0
900.png,0
901.png,1
902.png,0
903.png,0
904.png,0
905.png,0
906.png,1
907.png,0
908.png,0
909.png,0
910.png,0
911.png,1
912.png,0
