image,label
609.png,1
610.png,1
611.png,0
612.png,1
613.png,0
614.png,0
615.png,0
616.png,0
617.png,0
618.png,0
619.png,1
620.png,0
621.png,0
622.png,0
623.png,1
624.png,1
625.png,0
626.png,1
627.png,1
628.png,0
629.png,1
630.png,0
631.png,1
632.png,0
633.png,0
634.png,0
635.png,1
636.png,1
637.png,0
638.png,1
639.png,0
640.png,0
641.png,0
642.png,0
643.png,0
644.png,0
645.png,0
646.png,0
647.png,0
648.png,0
649.png,0
650.png,1
651.png,0
652.png,0
653.png,0
654.png,0
655.png,1
656.png,0
657.png,0
658.png,0
659.png,1
660.png,0
661.png,1
662.png,1
663.png,1
664.png,1
665.png,0
666.png,0
667.png,1
668.png,0
669.png,1
670.png,1
671.png,0
672.png,0
673.png,0
674.png,0
675.png,1
676.png,1
677.png,0
678.png,0
679.png,0
680.png,1
681.png,0
682.png,1
683.png,0
684.png,1
685.png,1
686.png,0
687.png,0
688.png,1
689.png,1
690.png,1
691.png,0
692.png,1
693.png,0
694.png,1
695.png,0
696.png,1
697.png,1
698.png,1
699.png,0
700.png,0
701.png,1
702.png,0
703.png,0
704.png,0
705.png,1
706.png,0
707.png,1
708.png,1
709.png,0
710.png,1
711.png,0
712.png,0
713.png,1
714.png,1
715.png,1
716.png,1
717.png,0
718.png,1
719.png,0
720.png,1
721.png,0
722.png,0
723.png,0
724.png,1
725.png,1
726.png,1
727.png,1
728.png,0
729.png,0
730.png,0
731.png,1
732.png,1
733.png,0
734.png,0
735.png,1
736.png,0
737.png,1
738.png,0
739.png,0
740.png,1
741.png,1
742.png,1
743.png,1
744.png,0
745.png,0
746.png,0
747.png,1
748.png,0
749.png,0
750.png,0
751.png,1
752.png,1
753.png,0
754.png,0
755.png,1
756.png,1
757.png,1
758.png,0
759.png,1
760.png,0
761.png,1
762.png,0
763.png,0
764.png,0
765.png,0
766.png,0
767.png,1
768.png,0
769.png,1
770.png,0
771.png,0
772.png,1
773.png,0
774.png,0
775.png,0
776.png,1
777.png,1
778.png,0
779.png,0
780.png,0
781.png,1
782.png,0
783.png,1
784.png,0
785.png,0
786.png,1
787.png,0
788.png,1
789.png,0
790.png,1
791.png,0
792.png,0
793.png,1
794.png,1
795.png,1
796.png,0
797.png,0
798.png,0
799.png,0
800.png,1
801.png,1
802.png,0
803.png,0
804.png,0
805.png,1
806.png,0
807.png,0
808.png,0
809.png,0
810.png,0
811.png,1
812.png,0
813.png,1
814.png,0
815.png,0
816.png,1
817.png,1
818.png,0
819.png,1
820.png,0
821.png,0
822.png,0
823.png,0
824.png,1
825.png,1
826.png,0
827.png,1
828.png,0
829.png,0
830.png,1
831.png,0
832.png,0
833.png,1
834.png,0
835.png,0
836.png,1
837.png,1
838.png,1
839.png,1
840.png,0
841.png,0
842.png,1
843.png,0
844.png,0
845.png,1
846.png,0
847.png,1
848.png,0
849.png,0
850.png,1
851.png,0
852.png,1
853.png,1
854.png,0
855.png,0
856.png,0
857.png,1
858.png,0
859.png,0
860.png,1
861.png,0
862.png,0
863.png,1
864.png,1
865.png,0
866.png,1
867.png,1
868.png,0
869.png,0
870.png,0
871.png,1
872.png,1
873.png,0
874.png,0
875.png,1
876.png,0
877.png,0
878.png,0
879.png,1
880.png,1
881.png,1
882.png,1
883.png,0
884.png,1
885.png,0
886.png,0
887.png,1
888.png,1
889.png,0
890.png,0
891.png,1
892.png,0
893.png,0
894.png,1
895.png,1
896.png,1
897.png,0
898.png,1
899.png,1
900.png,0
901.png,0
902.png,0
903.png,0
904.png,0
905.png,0
906.png,1
907.png,0
908.png,1
909.png,1
910.png,1
911.png,1
912.png,0
